text,headlines
SELECT SUM Amount FROM table WHERE Name = banco sant,"Return SUM of Amount where Name is Banco Santander, S.A.."
SELECT Amount FROM table WHERE LEI_Code = 0W2PZJM8XOY22M4GG887,Value of Amount where LEI_Code is 0W2PZJM8XOY22M4GG887
SELECT SUM Amount FROM table WHERE Name = cibank holding,What is the SUM of Amount where Name is Citibank Holdings Ireland Limited
SELECT SUM Amount FROM table WHERE Name = biser topco ,What is the SUM of Amount where Name is Biser Topco S.Ã  r.l.
SELECT Unit FROM table WHERE Type = wwer-440/213,Which unite had the type wwer-440/213?
SELECT SUM Amount FROM table WHERE Name = j.p.,Display the  SUM of Amount where Name is J.P. Morgan AG
SELECT Desc_country FROM table WHERE Amount < 10000,Display the Desc_country where Amount is lesser than 10000
SELECT Desc Country FROM table WHERE Label = Transitional adjustments,Display Desc Country where Label is Transitional adjustments
SELECT NSA FROM table WHERE Period = 202009,What is NSA where period is 202009
SELECT SUM Amount FROM table WHERE Name = Luminor Holding,Return SUM of Amount where Name is Luminor Holding AS
SELECT SUM 1930s FROM table WHERE 2000s = 2000 AND 1940s < 1940,What is the corresponding 1930s for 2000 and 1940?
SELECT SUM Amount FROM table WHERE Name = raffeis,What is the SUM of Amount where Name is Raiffeisenbankengruppe OÃ– Verbund eGen
SELECT SUM Amount FROM table WHERE Name = state street european holdings,What is the SUM of Amount where Name is State Street Europe Holdings Germany S.a.r.l. & Co. KG
SELECT SUM Amount FROM table WHERE Name = aLPHA SERVICES,What is the SUM of Amount where Name is ALPHA SERVICES AND HOLDINGS S.A.
SELECT SUM Amount FROM table WHERE Name = hhsa,What is the SUM of Amount where Name is HASPA Finanzholding
SELECT SUM Amount FROM table WHERE Name = kbc ,Return SUM of Amount where Name is KBC Groep
SELECT MIN Score FROM table WHERE Player = tommy bolt,What is the score of  Tommy Bolt
SELECT Finrep FROM table WHERE Amount > 10000,Display the Finrep where Amount is greater than 10000
SELECT Date FROM table WHERE Score = 5-2 AND Loss = greinke (1-2),On what Date had a Score of 5-2 and a Loss of Greinke (1-2)?
SELECT SUM Amount FROM table WHERE Name = magyar bankholding,Display the  SUM of Amount where Name is Magyar Bankholding
SELECT AVG Gold Medals FROM table WHERE Bronze Medals < 1 AND Silver Medals = 0 AND Total Medals > 1,"Name the average gold medals when the bronze medals was less than 1, silver medals being 0 and total medals more than 1"
SELECT Try bonus FROM table WHERE Club = ynysybwl rfc,What is the try bonus for ynysybwl rfc?
SELECT Ensemble FROM table WHERE Silver Medals > 1,Name the ensemble with silver medals more than 1
SELECT Name FROM table WHERE Terminus = pine forest,Which route has a terminus of pine Forest?
SELECT SUM Amount FROM table WHERE Name = bawag group,What is the SUM of Amount where Name is BAWAG Group AG
SELECT NSA FROM table WHERE Period = 202016,What is NSA where period is 202016
SELECT NSA FROM table WHERE Desc_Country = Spain,What is the nsa where Desc_Country is Spain
SELECT SUM Amount FROM table WHERE Name = Erwerbsgesellschaft der S,Display the  SUM of Amount where Name is Erwerbsgesellschaft der S-Finanzgruppe mbH & Co. KG
SELECT SUM Amount FROM table WHERE Name = biser topco ,Return SUM of Amount where Name is Biser Topco S.Ã  r.l.
SELECT COUNT Top-25 FROM table WHERE Top-5 > 1,What is the total amount of Top-25 having a Top-5 greater than 1?
SELECT Country FROM table WHERE Item = 2121004,Get the country where Item is 2121004
SELECT Direction FROM table WHERE Starting Point = downtown transit center AND Terminus = pensacola beach,What is the direction of the route that stars at downtown transit center and has a terminus point at Pensacola Beach?
SELECT SUM Amount FROM table WHERE Name = precision capital s.,Display the  SUM of Amount where Name is Precision Capital S.A.
SELECT Player FROM table WHERE Score = 68 AND Country = canada,Which player has 68 as the score and canada as the country?
SELECT MIN Lecturers FROM table WHERE Department = accounting AND Full professors < 5,What is the least amount of lecturers in the accounting department with less than 5 full professors?
SELECT Finrep FROM table WHERE Amount < 10000,Display the Finrep where Amount is lesser than 10000
SELECT Points FROM table WHERE Engine = ford v8 AND Chassis = tyrrell 007,How many points did the Ford V8 with a Tyrrell 007 have?
SELECT Country FROM table WHERE Item = 2121010,Get the country where Item is 2121010
SELECT Visiting Team FROM table WHERE Date = november 10,Who was the visiting team on November 10?
SELECT SUM Amount FROM table WHERE Name = state street european holdings,Return SUM of Amount where Name is State Street Europe Holdings Germany S.a.r.l. & Co. KG
SELECT NSA FROM table WHERE Period = 202011,What is NSA where period is 202011
SELECT COUNT # of episodes FROM table WHERE Portrayed by = nick jonas,How many episodes were portrayed by Nick Jonas?
SELECT Desc_country FROM table WHERE Amount = 19655.07,what is desc_country where Amount is 19655.07
SELECT SUM Year FROM table WHERE Entrant = elf team tyrrell AND Points = 39 AND Chassis = tyrrell 007,What year did Elf Team Tyrrell have 39 points and a Tyrrell 007 Chassis?
SELECT AVG Year FROM table WHERE Pts. > 0 AND Entrant = ecurie bleue,What year did Ecurie Bleue score more than 0 points?
SELECT SUM Amount FROM table WHERE Name = jyske bank,Display the  SUM of Amount where Name is Jyske Bank A/S
SELECT SUM Amount FROM table WHERE Name = akcine bendro,Return SUM of Amount where Name is Akcine bendrove Å iauliu bankas.
SELECT Desc Country FROM table WHERE Label = OWN FUNDS,What is the Desc Country where Label is OWN FUNDS
SELECT Desc Country FROM table WHERE Label = Accumulated Other Comprehensive,What is the Desc Country where Label is Accumulated other comprehensive income
SELECT Desc Country FROM table WHERE Label = Retained earnings,Display Desc Country where Label is Retained earnings
SELECT Desc Country FROM table WHERE Label = Financial assets at fair value through,What is the Desc Country where Label is Financial assets at fair value through other comprehensive income
SELECT * FROM table WHERE Name = dekabank german Girozentrale,Display all values where Name is DekaBank Deutsche Girozentrale
SELECT SUM Amount FROM table WHERE Name = akciju,"Return SUM of Amount where Name is Akciju sabiedriba ""Citadele banka"""
SELECT To par FROM table WHERE Place = t6 AND Player = tommy bolt,What is the To Par that has Tommy Bolt with a Place of t6?
SELECT SUM Amount FROM table WHERE Name = dekabank german ,What is the SUM of Amount where Name is DekaBank Deutsche Girozentrale
SELECT MAX Top-5 FROM table WHERE Top-25 < 4 AND Cuts made > 3 AND Wins < 0,"what is the highest top-5 when the top-25 is less than 4, cuts made is more than 3 and wins is 0?"
SELECT Desc Country FROM table WHERE Label = COMMON EQUITY,What is the Desc Country where Label is COMMON EQUITY TIER 1 CAPITAL (net of deductions and after applying transitional adjustments)
"SELECT * FROM table WHERE Name = Ibercaja Banco,","Display all values where Name is Ibercaja Banco, S.A."
SELECT Year FROM table WHERE Engine = brm v12,Which year has brm v12 as the engine?
SELECT Year(s) FROM table WHERE Rank = 2 AND Player = álvaro pérez,During what years was álvaro pérez the number 2 ranked player?
SELECT Premiere FROM table WHERE Host = Lieke van Lexmond Dennis Weening,What is the premiere where the host is lieke van lexmond dennis weening?
SELECT Premiere FROM table WHERE Channel = Mega Channel,What is the premiere on the mega channel?
SELECT Wind power (WP) FROM table WHERE Country = China,What is the symbol for Windpower in China?
SELECT Candidates Winning candidate in bold FROM table WHERE State (linked to summaries below) = West Virginia,who were the winners in west virginia
SELECT Result FROM table WHERE Senator = Lindsey Graham,tell the final for lindsey graham
SELECT Senator FROM table WHERE State (linked to summaries below) = Arkansas,who won the senate seat in arkansas
SELECT Dysart FROM table WHERE Information = Principal,What is the dysart of the principal?
SELECT Willow Canyon FROM table WHERE Dysart = Roberta Lockhart,What is williow canyon of Roberta Lockhart?
SELECT Willow Canyon FROM table WHERE Shadow Ridge = Stallion,What is the willow canyon of Stallion?
SELECT Valley Vista FROM table WHERE Willow Canyon = Anthony Capuano,Name the Valley Vista of Anthony Capuano
SELECT COUNT Information FROM table WHERE Shadow Ridge = Michael Hawkins,How many informations does Michael Hawkins have?
SELECT COUNT Round FROM table WHERE Winning Driver = Damon Hill,How many total rounds did Damon Hill come in First Place?
SELECT Winning Driver FROM table WHERE Winning Constructor = Jordan - Mugen-Honda,Who drove the winning car constructed by Jordan - Mugen-Honda?
SELECT Grand Prix FROM table WHERE Winning Constructor = Jordan - Mugen-Honda,Which Grand Prix was won by a car constructed by Jordan - Mugen-Honda?
SELECT Location FROM table WHERE Website = http://www.mudgeerabasoccer.com/,"Which location belongs to the website, http://www.mudgeerabasoccer.com/?"
SELECT COUNT Home Ground FROM table WHERE President = Peter Williamson,"The president, peter williamson, had how many home grounds?"
SELECT COUNT Head Coach FROM table WHERE Website = http://www.burleighbulldogs.org/,"How many head coaches are there for the website, http://www.burleighbulldogs.org/?"
SELECT Website FROM table WHERE Head Coach = Steve Radoslavic,"The head coach, steve radoslavic, is related to which websites?"
SELECT Winning Driver FROM table WHERE Grand Prix = European Grand Prix,Who is the driver of the european grand prix?
SELECT Report FROM table WHERE Round = 3,What is the report for round 3?
SELECT Winning Driver FROM table WHERE Round = 7,What is the winning driver of round 7?
SELECT Grand Prix FROM table WHERE Winning Driver = Michael Schumacher AND Fastest Lap = Michael Schumacher AND Round = 7,Name the grand prix with a driver of Michael Schumacher and a round of 7?
SELECT Round FROM table WHERE Winning Constructor = Benetton - Ford AND Pole Position = Damon Hill,Which round was the winning constructor was Benetton - Ford and in the Pole Position was Damon Hill?
SELECT COUNT Grand Prix FROM table WHERE Winning Constructor = Benetton - Ford AND Pole Position = Michael Schumacher,How many Grand Prix were the winning constructor Benetton - Ford and the pole position was Michael Schumacher?
SELECT Winning Driver FROM table WHERE Round = 6,Who was the winning driver in round 6?
SELECT Winning Driver FROM table WHERE Grand Prix = Pacific Grand Prix,Who was the winning driver in the grand prix at Pacific Grand Prix?
SELECT Winning Driver FROM table WHERE Grand Prix = Belgian Grand Prix,Who was the winning driver when the grand Prix was at Belgian Grand Prix?
SELECT Winning Driver FROM table WHERE Pole Position = Ayrton Senna AND Fastest Lap = Michael Schumacher,Who was the winning driver when the pole position was held by Ayrton Senna and the Fastest lap was Michael Schumacher?
SELECT Date FROM table WHERE Winning Driver = Alain Prost AND Pole Position = Damon Hill,On which date was the winning driver Alain Prost and and had Damon Hill in the pole position?
SELECT Round FROM table WHERE Grand Prix = Spanish Grand Prix,Which round was the Spanish Grand Prix?
SELECT Record FROM table WHERE Week = 7,What was the record at week 7
SELECT COUNT Opponent FROM table WHERE Week = 6,How many teams did they play week 6
SELECT COUNT Report FROM table WHERE Race = Italian Grand Prix,What is the number of reports for the italian grand prix?
SELECT Pole Position FROM table WHERE Race = Belgian Grand Prix,What is the pole position of the belgian grand prix?
SELECT Pole Position FROM table WHERE Location = Paul Ricard,What is the pole position of paul ricard?
SELECT Report FROM table WHERE Race = United States Grand Prix West,What is the report of the united states grand prix west?
SELECT Location FROM table WHERE Race = German Grand Prix,Where is the German Grand Prix?
SELECT Constructor FROM table WHERE Race = Swedish Grand Prix,What is the constructor of the Swedish Grand Prix?
SELECT Fastest Lap FROM table WHERE Location = Watkins Glen,Who did the fastest lap at Watkins glen?
SELECT Circuit FROM table WHERE Race Name = II Cape South Easter Trophy,What circuit has a race called ii cape south easter trophy.
SELECT Winning driver FROM table WHERE Race Name = I Race of Champions,Which driver won the i race of champions?
SELECT Report FROM table WHERE Winning driver = Mike Spence,What is the report for the race that Mike Spence won.
SELECT Report FROM table WHERE Race Name = I Sunday Mirror Trophy,What is the report for the race i sunday mirror trophy?
SELECT COUNT Winning driver FROM table WHERE Race Name = I Dessau Autobahnspinne,How many winners did I Dessau Autobahnspinne have?
SELECT Date FROM table WHERE Circuit = Halle-Saale-Schleife,What is the date on which a race was run at Halle-Saale-Schleife circuit?
SELECT COUNT Race Name FROM table WHERE Circuit = Dessau,How many races take place in Dessau circuit?
